typedef_index,image,namespace,type_name,declaration,selection_reason,generated_csharp_file,metadata_block_file,arm64_file,method_count,native_rva_count,ghidra_method_count,generic_native_instantiation_count,generated_csharp_sha256,bounded_method_count
262,TravelTown.Main.dll,MergeEngine.Signal.Board,EnqueueItemSignal,public class EnqueueItemSignal,棋盘流程信号,generated_csharp/TravelTown.Main/MergeEngine/Signal/Board/EnqueueItemSignal.cs,metadata_blocks/TravelTown.Main/TypeDef_000262.txt,native_arm64/TravelTown.Main/000262_EnqueueItemSignal.s,7,7,0,0,04aef6551d9e12b6eb3e0678aa6e05464dee0acb964515323ac1c4b3749fbced,0
264,TravelTown.Main.dll,MergeEngine.Signal.Board,EnqueueUndoSellItemSignal,public class EnqueueUndoSellItemSignal,棋盘流程信号,generated_csharp/TravelTown.Main/MergeEngine/Signal/Board/EnqueueUndoSellItemSignal.cs,metadata_blocks/TravelTown.Main/TypeDef_000264.txt,native_arm64/TravelTown.Main/000264_EnqueueUndoSellItemSignal.s,7,7,0,0,294222c1276abf4cd24858efb0beb753784c3c9db0a3c7374ee14635c42196d0,0
267,TravelTown.Main.dll,MergeEngine.Signal.Board,ItemAddedOnBoardSignal,public class ItemAddedOnBoardSignal,棋盘流程信号,generated_csharp/TravelTown.Main/MergeEngine/Signal/Board/ItemAddedOnBoardSignal.cs,metadata_blocks/TravelTown.Main/TypeDef_000267.txt,native_arm64/TravelTown.Main/000267_ItemAddedOnBoardSignal.s,1,1,0,0,a0482ce250b27d90ed7cf2ac6b257788125fa18688a097e6df07c6e593b96916,0
269,TravelTown.Main.dll,MergeEngine.Signal.Board,ProducerHintSignal,public class ProducerHintSignal,棋盘流程信号,generated_csharp/TravelTown.Main/MergeEngine/Signal/Board/ProducerHintSignal.cs,metadata_blocks/TravelTown.Main/TypeDef_000269.txt,native_arm64/TravelTown.Main/000269_ProducerHintSignal.s,4,4,0,0,e7ae5e5d0d2c15dc81f23f38837a0b37b31bace37acbf3226243729201bbdca1,0
271,TravelTown.Main.dll,MergeEngine.Signal.Board,ShowNextQueuedItemSignal,public class ShowNextQueuedItemSignal,棋盘流程信号,generated_csharp/TravelTown.Main/MergeEngine/Signal/Board/ShowNextQueuedItemSignal.cs,metadata_blocks/TravelTown.Main/TypeDef_000271.txt,native_arm64/TravelTown.Main/000271_ShowNextQueuedItemSignal.s,1,1,0,0,f03530920a3ebb94389c1ad593861e77157917840b8edd1fa1971035c38d195e,0
272,TravelTown.Main.dll,MergeEngine.Signal.Board,SimulateTapSignal,public class SimulateTapSignal,棋盘流程信号,generated_csharp/TravelTown.Main/MergeEngine/Signal/Board/SimulateTapSignal.cs,metadata_blocks/TravelTown.Main/TypeDef_000272.txt,native_arm64/TravelTown.Main/000272_SimulateTapSignal.s,2,2,0,0,c0ad2a55c972e07cd943b65c271978c19484f4e73461b5d274085a4783d61105,0
273,TravelTown.Main.dll,MergeEngine.Signal.Board,UnlockingLevelLockedTilesSignal,public class UnlockingLevelLockedTilesSignal,棋盘流程信号,generated_csharp/TravelTown.Main/MergeEngine/Signal/Board/UnlockingLevelLockedTilesSignal.cs,metadata_blocks/TravelTown.Main/TypeDef_000273.txt,native_arm64/TravelTown.Main/000273_UnlockingLevelLockedTilesSignal.s,1,1,0,0,25dc91fa9d23cdd27ea686328919d8cd34ce073a7c34e58b870825bb0f021cb7,0
274,TravelTown.Main.dll,MergeEngine.Signal.Board,UnlockingTileManuallySignal,public class UnlockingTileManuallySignal,棋盘流程信号,generated_csharp/TravelTown.Main/MergeEngine/Signal/Board/UnlockingTileManuallySignal.cs,metadata_blocks/TravelTown.Main/TypeDef_000274.txt,native_arm64/TravelTown.Main/000274_UnlockingTileManuallySignal.s,1,1,0,0,a9b10d25648475b788ea946dd04b4d0f69bad660b6ed8ee4b09324eb4e50373b,0
424,TravelTown.Main.dll,MergeEngine.Model,IInventoryModel,public interface IInventoryModel,库存与生成依赖,generated_csharp/TravelTown.Main/MergeEngine/Model/IInventoryModel.cs,metadata_blocks/TravelTown.Main/TypeDef_000424.txt,,11,0,0,0,9baca612538af9a8a8b2d4df74a1bfe9a9808e91e08d4e7456967a03fac0cbd4,0
425,TravelTown.Main.dll,MergeEngine.Model,InventoryModel,"public class InventoryModel : ModelBase, IInventoryModel",库存与生成依赖,generated_csharp/TravelTown.Main/MergeEngine/Model/InventoryModel.cs,metadata_blocks/TravelTown.Main/TypeDef_000425.txt,native_arm64/TravelTown.Main/000425_InventoryModel.s,18,18,0,0,b7218c914ca21330a631aa3fbad0479d904feef87cac67ee7dedfd4081cff4d3,0
426,TravelTown.Main.dll,MergeEngine.Model,IRandomNumberModel,public interface IRandomNumberModel,库存与生成依赖,generated_csharp/TravelTown.Main/MergeEngine/Model/IRandomNumberModel.cs,metadata_blocks/TravelTown.Main/TypeDef_000426.txt,,6,0,0,0,ed2293f76ad3f6c4f7170437c024306bbec17a405f08ba81a03c8b45cdc00325,0
427,TravelTown.Main.dll,MergeEngine.Model,IPlayerItemsCollectionModel,public interface IPlayerItemsCollectionModel,声明的基类/接口,generated_csharp/TravelTown.Main/MergeEngine/Model/IPlayerItemsCollectionModel.cs,metadata_blocks/TravelTown.Main/TypeDef_000427.txt,,4,0,0,0,9adb8a8c8fdb0a3430292a000704cd67301a386aa49c26f7c318dcdf382dd7e8,0
430,TravelTown.Main.dll,MergeEngine.Model,IResourcesConfigurationModel,public interface IResourcesConfigurationModel : IResourcesConfigurationModelBase,库存与生成依赖,generated_csharp/TravelTown.Main/MergeEngine/Model/IResourcesConfigurationModel.cs,metadata_blocks/TravelTown.Main/TypeDef_000430.txt,,10,0,0,0,c048dbbe76d763c9944c34bbd634131f2c6fa09e08c20c8cf4d9109de9077e13,0
433,TravelTown.Main.dll,MergeEngine.Model,PlayerResourceEnum,public enum PlayerResourceEnum,库存与生成依赖,generated_csharp/TravelTown.Main/MergeEngine/Model/PlayerResourceEnum.cs,metadata_blocks/TravelTown.Main/TypeDef_000433.txt,,0,0,0,0,e59eade2186ff2d651ee38187825c885edbb47467bddaf53faa6080ab8ed9521,0
434,TravelTown.Main.dll,MergeEngine.Model,PlayerResourceEnumExtensions,public static class PlayerResourceEnumExtensions,库存与生成依赖,generated_csharp/TravelTown.Main/MergeEngine/Model/PlayerResourceEnumExtensions.cs,metadata_blocks/TravelTown.Main/TypeDef_000434.txt,native_arm64/TravelTown.Main/000434_PlayerResourceEnumExtensions.s,7,7,0,0,af92ef5add4a060eda663bb5bfa909a1be4f59fd9c322d1a7d8083fc98033d03,0
437,TravelTown.Main.dll,,ResourcesConfigurationModel.<>c,private sealed class ResourcesConfigurationModel.<>c,同一完整脚本,generated_csharp/TravelTown.Main/MergeEngine/Model/ResourcesConfigurationModel.cs,metadata_blocks/TravelTown.Main/TypeDef_000437.txt,native_arm64/TravelTown.Main/000437_ResourcesConfigurationModel_c.s,3,3,0,0,45ba14d89369c9db48bf050d5e242a234d957121302016e29f34829e1df9726f,0
438,TravelTown.Main.dll,,ResourcesConfigurationModel.<>c__DisplayClass24_0,private sealed class ResourcesConfigurationModel.<>c__DisplayClass24_0,同一完整脚本,generated_csharp/TravelTown.Main/MergeEngine/Model/ResourcesConfigurationModel.cs,metadata_blocks/TravelTown.Main/TypeDef_000438.txt,native_arm64/TravelTown.Main/000438_ResourcesConfigurationModel_c__DisplayClass24_0.s,2,2,0,0,45ba14d89369c9db48bf050d5e242a234d957121302016e29f34829e1df9726f,0
439,TravelTown.Main.dll,MergeEngine.Model,ResourcesConfigurationModel,"public class ResourcesConfigurationModel : ModelBase, IResourcesConfigurationModel, IResourcesConfigurationModelBase",库存与生成依赖,generated_csharp/TravelTown.Main/MergeEngine/Model/ResourcesConfigurationModel.cs,metadata_blocks/TravelTown.Main/TypeDef_000439.txt,native_arm64/TravelTown.Main/000439_ResourcesConfigurationModel.s,22,22,0,0,45ba14d89369c9db48bf050d5e242a234d957121302016e29f34829e1df9726f,0
440,TravelTown.Main.dll,MergeEngine.Model,RandomNumberModel,"public class RandomNumberModel : IRandomNumberModel, IInitializable",库存与生成依赖,generated_csharp/TravelTown.Main/MergeEngine/Model/RandomNumberModel.cs,metadata_blocks/TravelTown.Main/TypeDef_000440.txt,native_arm64/TravelTown.Main/000440_RandomNumberModel.s,8,8,0,0,6c7040b1866720284496639bdd1a54ad01cce63bb9e73cbaa834de36096ffde6,0
476,TravelTown.Main.dll,MergeEngine.Model.RemoteSpawning,IPushedItemsModel,public interface IPushedItemsModel,生成/队列状态,generated_csharp/TravelTown.Main/MergeEngine/Model/RemoteSpawning/IPushedItemsModel.cs,metadata_blocks/TravelTown.Main/TypeDef_000476.txt,,4,0,0,0,502dbcc3eac7e2c70d8dd3bcd73f86fb69256ba191a9d50574c57449e2fa9eba,0
477,TravelTown.Main.dll,MergeEngine.Model.RemoteSpawning,IPushedRngItemsModel,public interface IPushedRngItemsModel,生成/队列状态,generated_csharp/TravelTown.Main/MergeEngine/Model/RemoteSpawning/IPushedRngItemsModel.cs,metadata_blocks/TravelTown.Main/TypeDef_000477.txt,,4,0,0,0,f9c46ed48dd02fb33c223f1c6e54ab4f85e7918d29cd62fde664386e8b82fa0e,0
478,TravelTown.Main.dll,MergeEngine.Model.RemoteSpawning,IRemoteSpawningModel,public interface IRemoteSpawningModel,生成/队列状态,generated_csharp/TravelTown.Main/MergeEngine/Model/RemoteSpawning/IRemoteSpawningModel.cs,metadata_blocks/TravelTown.Main/TypeDef_000478.txt,,8,0,0,0,2ac6c90e702c6da24206ac4c4a6f9079295dca1d5abbd4cbaf3334a960c8631a,0
479,TravelTown.Main.dll,,PushedGraphItemsModel.PushedGraphItem,private class PushedGraphItemsModel.PushedGraphItem,同一完整脚本,generated_csharp/TravelTown.Main/MergeEngine/Model/RemoteSpawning/PushedGraphItemsModel.cs,metadata_blocks/TravelTown.Main/TypeDef_000479.txt,native_arm64/TravelTown.Main/000479_PushedGraphItemsModel_PushedGraphItem.s,1,1,0,0,d5642f7ba86772d6d7adb8906b130b7402874f0de2241e3d06a6985c3a8dc10b,0
480,TravelTown.Main.dll,,PushedGraphItemsModel.<>c__DisplayClass16_0,private sealed class PushedGraphItemsModel.<>c__DisplayClass16_0,同一完整脚本,generated_csharp/TravelTown.Main/MergeEngine/Model/RemoteSpawning/PushedGraphItemsModel.cs,metadata_blocks/TravelTown.Main/TypeDef_000480.txt,native_arm64/TravelTown.Main/000480_PushedGraphItemsModel_c__DisplayClass16_0.s,2,2,0,0,d5642f7ba86772d6d7adb8906b130b7402874f0de2241e3d06a6985c3a8dc10b,0
481,TravelTown.Main.dll,,PushedGraphItemsModel.<>c__DisplayClass9_0,private sealed class PushedGraphItemsModel.<>c__DisplayClass9_0,同一完整脚本,generated_csharp/TravelTown.Main/MergeEngine/Model/RemoteSpawning/PushedGraphItemsModel.cs,metadata_blocks/TravelTown.Main/TypeDef_000481.txt,native_arm64/TravelTown.Main/000481_PushedGraphItemsModel_c__DisplayClass9_0.s,2,2,0,0,d5642f7ba86772d6d7adb8906b130b7402874f0de2241e3d06a6985c3a8dc10b,0
482,TravelTown.Main.dll,MergeEngine.Model.RemoteSpawning,PushedGraphItemsModel,"public class PushedGraphItemsModel : ModelBase, IPushedItemsModel",生成/队列状态,generated_csharp/TravelTown.Main/MergeEngine/Model/RemoteSpawning/PushedGraphItemsModel.cs,metadata_blocks/TravelTown.Main/TypeDef_000482.txt,native_arm64/TravelTown.Main/000482_PushedGraphItemsModel.s,13,13,0,0,d5642f7ba86772d6d7adb8906b130b7402874f0de2241e3d06a6985c3a8dc10b,0
483,TravelTown.Main.dll,MergeEngine.Model.RemoteSpawning,PushedRngItem,public class PushedRngItem,生成/队列状态,generated_csharp/TravelTown.Main/MergeEngine/Model/RemoteSpawning/PushedRngItem.cs,metadata_blocks/TravelTown.Main/TypeDef_000483.txt,native_arm64/TravelTown.Main/000483_PushedRngItem.s,1,1,0,0,93b627343eea27ed5e86c5d394f9edaeb417319bb7a5d79a2d08b57e646b2845,0
484,TravelTown.Main.dll,,PushedRngItemsModel.<>c,private sealed class PushedRngItemsModel.<>c,同一完整脚本,generated_csharp/TravelTown.Main/MergeEngine/Model/RemoteSpawning/PushedRngItemsModel.cs,metadata_blocks/TravelTown.Main/TypeDef_000484.txt,native_arm64/TravelTown.Main/000484_PushedRngItemsModel_c.s,3,3,0,0,307c1059acdbb74a4648e48a6adc2b49107d11475178de7521e02dded3945c53,0
485,TravelTown.Main.dll,,PushedRngItemsModel.<>c__DisplayClass10_0,private sealed class PushedRngItemsModel.<>c__DisplayClass10_0,同一完整脚本,generated_csharp/TravelTown.Main/MergeEngine/Model/RemoteSpawning/PushedRngItemsModel.cs,metadata_blocks/TravelTown.Main/TypeDef_000485.txt,native_arm64/TravelTown.Main/000485_PushedRngItemsModel_c__DisplayClass10_0.s,2,2,0,0,307c1059acdbb74a4648e48a6adc2b49107d11475178de7521e02dded3945c53,0
486,TravelTown.Main.dll,,PushedRngItemsModel.<>c__DisplayClass9_0,private sealed class PushedRngItemsModel.<>c__DisplayClass9_0,同一完整脚本,generated_csharp/TravelTown.Main/MergeEngine/Model/RemoteSpawning/PushedRngItemsModel.cs,metadata_blocks/TravelTown.Main/TypeDef_000486.txt,native_arm64/TravelTown.Main/000486_PushedRngItemsModel_c__DisplayClass9_0.s,2,2,0,0,307c1059acdbb74a4648e48a6adc2b49107d11475178de7521e02dded3945c53,0
487,TravelTown.Main.dll,MergeEngine.Model.RemoteSpawning,PushedRngItemsModel,"public class PushedRngItemsModel : ModelBase, IPushedRngItemsModel",生成/队列状态,generated_csharp/TravelTown.Main/MergeEngine/Model/RemoteSpawning/PushedRngItemsModel.cs,metadata_blocks/TravelTown.Main/TypeDef_000487.txt,native_arm64/TravelTown.Main/000487_PushedRngItemsModel.s,9,9,0,0,307c1059acdbb74a4648e48a6adc2b49107d11475178de7521e02dded3945c53,0
488,TravelTown.Main.dll,,RemoteSpawningModel.RemoteSpawningQueue,private class RemoteSpawningModel.RemoteSpawningQueue,同一完整脚本,generated_csharp/TravelTown.Main/MergeEngine/Model/RemoteSpawning/RemoteSpawningModel.cs,metadata_blocks/TravelTown.Main/TypeDef_000488.txt,native_arm64/TravelTown.Main/000488_RemoteSpawningModel_RemoteSpawningQueue.s,1,1,0,0,8a4db6c33600e67cc94f16b3bdc435649a36ccd46b7caaec391e37df8c74e312,0
489,TravelTown.Main.dll,,RemoteSpawningModel.ExpiryItem,private class RemoteSpawningModel.ExpiryItem,同一完整脚本,generated_csharp/TravelTown.Main/MergeEngine/Model/RemoteSpawning/RemoteSpawningModel.cs,metadata_blocks/TravelTown.Main/TypeDef_000489.txt,native_arm64/TravelTown.Main/000489_RemoteSpawningModel_ExpiryItem.s,1,1,0,0,8a4db6c33600e67cc94f16b3bdc435649a36ccd46b7caaec391e37df8c74e312,0
490,TravelTown.Main.dll,,RemoteSpawningModel.<>c,private sealed class RemoteSpawningModel.<>c,同一完整脚本,generated_csharp/TravelTown.Main/MergeEngine/Model/RemoteSpawning/RemoteSpawningModel.cs,metadata_blocks/TravelTown.Main/TypeDef_000490.txt,native_arm64/TravelTown.Main/000490_RemoteSpawningModel_c.s,4,4,0,0,8a4db6c33600e67cc94f16b3bdc435649a36ccd46b7caaec391e37df8c74e312,0
491,TravelTown.Main.dll,,RemoteSpawningModel.<>c__DisplayClass12_0,private sealed class RemoteSpawningModel.<>c__DisplayClass12_0,同一完整脚本,generated_csharp/TravelTown.Main/MergeEngine/Model/RemoteSpawning/RemoteSpawningModel.cs,metadata_blocks/TravelTown.Main/TypeDef_000491.txt,native_arm64/TravelTown.Main/000491_RemoteSpawningModel_c__DisplayClass12_0.s,2,2,0,0,8a4db6c33600e67cc94f16b3bdc435649a36ccd46b7caaec391e37df8c74e312,0
492,TravelTown.Main.dll,MergeEngine.Model.RemoteSpawning,RemoteSpawningModel,"public class RemoteSpawningModel : ModelBase, IRemoteSpawningModel",生成/队列状态,generated_csharp/TravelTown.Main/MergeEngine/Model/RemoteSpawning/RemoteSpawningModel.cs,metadata_blocks/TravelTown.Main/TypeDef_000492.txt,native_arm64/TravelTown.Main/000492_RemoteSpawningModel.s,27,27,23,0,8a4db6c33600e67cc94f16b3bdc435649a36ccd46b7caaec391e37df8c74e312,0
513,TravelTown.Main.dll,MergeEngine.Model.Configuration,BubbledItemsConfigurationModel,"public class BubbledItemsConfigurationModel : ConfigurationModelBase<GameConfig>, IBubbledItemsConfigurationModel",棋盘配置模型,generated_csharp/TravelTown.Main/MergeEngine/Model/Configuration/BubbledItemsConfigurationModel.cs,metadata_blocks/TravelTown.Main/TypeDef_000513.txt,native_arm64/TravelTown.Main/000513_BubbledItemsConfigurationModel.s,15,15,6,0,c19dc5af5a115b19260764f8aea7a411b233c3ed9a40ff361fc26469451b1329,0
527,TravelTown.Main.dll,MergeEngine.Model.Configuration,ConfigurationModelBase<TData>,public abstract class ConfigurationModelBase<TData> : ModelBase,棋盘配置模型,generated_csharp/TravelTown.Main/MergeEngine/Model/Configuration/ConfigurationModelBase.cs,metadata_blocks/TravelTown.Main/TypeDef_000527.txt,native_arm64/TravelTown.Main/000527_ConfigurationModelBase_TData_.s,5,0,0,8,4fb2e275a0f0c568ac9ceb57ab55ef9cd8204051c9032b0586ca4a99c4e6621f,0
528,TravelTown.Main.dll,,DynamicMergeItemConfigurationModel.<>c__DisplayClass4_0,private sealed class DynamicMergeItemConfigurationModel.<>c__DisplayClass4_0,同一完整脚本,generated_csharp/TravelTown.Main/MergeEngine/Model/Configuration/DynamicMergeItemConfigurationModel.cs,metadata_blocks/TravelTown.Main/TypeDef_000528.txt,native_arm64/TravelTown.Main/000528_DynamicMergeItemConfigurationModel_c__DisplayClass4_0.s,2,2,0,0,d7236d639d7f8eaa2ce3b9b8eb19d9dc16268a6c9c300e9558985f29c819d56b,0
529,TravelTown.Main.dll,MergeEngine.Model.Configuration,DynamicMergeItemConfigurationModel,"public class DynamicMergeItemConfigurationModel : ModelBase, IDynamicMergeItemConfigurationModel",棋盘配置模型,generated_csharp/TravelTown.Main/MergeEngine/Model/Configuration/DynamicMergeItemConfigurationModel.cs,metadata_blocks/TravelTown.Main/TypeDef_000529.txt,native_arm64/TravelTown.Main/000529_DynamicMergeItemConfigurationModel.s,5,5,4,0,d7236d639d7f8eaa2ce3b9b8eb19d9dc16268a6c9c300e9558985f29c819d56b,0
530,TravelTown.Main.dll,MergeEngine.Model.Configuration,GameConfigurationModel,"public class GameConfigurationModel : ConfigurationModelBase<GameConfig>, IGameConfigurationModel",棋盘配置模型,generated_csharp/TravelTown.Main/MergeEngine/Model/Configuration/GameConfigurationModel.cs,metadata_blocks/TravelTown.Main/TypeDef_000530.txt,native_arm64/TravelTown.Main/000530_GameConfigurationModel.s,30,30,1,0,9241956827102d8467e086aab6df59aabe2234c23dab06eaaa12ba7c92fddafa,0
534,TravelTown.Main.dll,MergeEngine.Model.Configuration,IBubbledItemsConfigurationModel,public interface IBubbledItemsConfigurationModel,棋盘配置模型,generated_csharp/TravelTown.Main/MergeEngine/Model/Configuration/IBubbledItemsConfigurationModel.cs,metadata_blocks/TravelTown.Main/TypeDef_000534.txt,,6,0,0,0,d0f4f19e643ead32d4e839464da66a230dec0a8ae8c93bce6e21565b54fd20d5,0
537,TravelTown.Main.dll,MergeEngine.Model.Configuration,IDynamicMergeItemConfigurationModel,public interface IDynamicMergeItemConfigurationModel,棋盘配置模型,generated_csharp/TravelTown.Main/MergeEngine/Model/Configuration/IDynamicMergeItemConfigurationModel.cs,metadata_blocks/TravelTown.Main/TypeDef_000537.txt,,4,0,0,0,9fe2ce47513f19cb0de266e5c6d22a035bcea3a095f9c4f6ed61617c4fde04bd,0
538,TravelTown.Main.dll,MergeEngine.Model.Configuration,IGameConfigurationModel,public interface IGameConfigurationModel,棋盘配置模型,generated_csharp/TravelTown.Main/MergeEngine/Model/Configuration/IGameConfigurationModel.cs,metadata_blocks/TravelTown.Main/TypeDef_000538.txt,,28,0,0,0,15f7812f4dc22e21957753c0cc51a8379bfec1c8e30aa4ea2c2c322171cc7cfa,0
539,TravelTown.Main.dll,MergeEngine.Model.Configuration,ILocalMergeItemsConfigurationModel,public interface ILocalMergeItemsConfigurationModel,棋盘配置模型,generated_csharp/TravelTown.Main/MergeEngine/Model/Configuration/ILocalMergeItemsConfigurationModel.cs,metadata_blocks/TravelTown.Main/TypeDef_000539.txt,,2,0,0,0,8fa64e8fca771a84dcae423b9311e478ec01058778372b1a57162ab17ee51b65,0
540,TravelTown.Main.dll,MergeEngine.Model.Configuration,IMergingConfigurationModel,public interface IMergingConfigurationModel,棋盘配置模型,generated_csharp/TravelTown.Main/MergeEngine/Model/Configuration/IMergingConfigurationModel.cs,metadata_blocks/TravelTown.Main/TypeDef_000540.txt,,37,0,0,0,55b734ea44aef374e3742db0f9c91d5de0a06f016fa138909a025d6f41cc127d,0
541,TravelTown.Main.dll,MergeEngine.Model.Configuration,IMultipleConfigurableScriptableObjectConfigurationModel<T>,"public interface IMultipleConfigurableScriptableObjectConfigurationModel<T> : IMultipleConfigurationModel<string, T>",声明的基类/接口,generated_csharp/TravelTown.Main/MergeEngine/Model/Configuration/IMultipleConfigurableScriptableObjectConfigurationModel.cs,metadata_blocks/TravelTown.Main/TypeDef_000541.txt,,0,0,0,0,41c0af55d790643bbb4933d00fd12855c74cf23f5fe3e568cd7eeab50f9d071a,0
542,TravelTown.Main.dll,MergeEngine.Model.Configuration,"IMultipleConfigurationModel<TKey,","public interface IMultipleConfigurationModel<TKey, T>",声明的基类/接口,generated_csharp/TravelTown.Main/MergeEngine/Model/Configuration/IMultipleConfigurationModel.cs,metadata_blocks/TravelTown.Main/TypeDef_000542.txt,,2,0,0,0,ef48fc30fcac1998d4ff93c0def5620722eca9bcaecc3dd7fe6fb654ebff03a6,0
547,TravelTown.Main.dll,MergeEngine.Model.Configuration,IProducerInventoryConfigurationModel,public interface IProducerInventoryConfigurationModel,棋盘配置模型,generated_csharp/TravelTown.Main/MergeEngine/Model/Configuration/IProducerInventoryConfigurationModel.cs,metadata_blocks/TravelTown.Main/TypeDef_000547.txt,,1,0,0,0,9f7b4abdf9e40fd84d49087c7a210ba0c2df8d60bf0e34ee38873b3db87ab642,0
549,TravelTown.Main.dll,MergeEngine.Model.Configuration,IStartingBoardConfigurationModel,public interface IStartingBoardConfigurationModel,棋盘配置模型,generated_csharp/TravelTown.Main/MergeEngine/Model/Configuration/IStartingBoardConfigurationModel.cs,metadata_blocks/TravelTown.Main/TypeDef_000549.txt,,1,0,0,0,ea265dfb019cd1609460ffa47e32b435fe2a999bae931ae301a5751102a186b1,0
553,TravelTown.Main.dll,MergeEngine.Model.Configuration,LocalMergeItemsConfigurationModel,"public sealed class LocalMergeItemsConfigurationModel : ConfigurationModelBase<LocalMergeItemsConfig>, ILocalMergeItemsConfigurationModel",棋盘配置模型,generated_csharp/TravelTown.Main/MergeEngine/Model/Configuration/LocalMergeItemsConfigurationModel.cs,metadata_blocks/TravelTown.Main/TypeDef_000553.txt,native_arm64/TravelTown.Main/000553_LocalMergeItemsConfigurationModel.s,4,4,3,0,71b8e5083a7608ee24e14f02432b181f317ef55f20d4da3656945e79fb039e81,0
554,TravelTown.Main.dll,MergeEngine.Model.Configuration,MergeConfigurationDependencyInfo,public class MergeConfigurationDependencyInfo,棋盘配置模型,generated_csharp/TravelTown.Main/MergeEngine/Model/Configuration/MergeConfigurationDependencyInfo.cs,metadata_blocks/TravelTown.Main/TypeDef_000554.txt,native_arm64/TravelTown.Main/000554_MergeConfigurationDependencyInfo.s,1,1,0,0,3e9ee2d0499f801a50518c8efc4e0cace82879a389b92d23c313a62db31a5cf7,0
555,TravelTown.Main.dll,,MergingConfigurationModel.<>c,private sealed class MergingConfigurationModel.<>c,同一完整脚本,generated_csharp/TravelTown.Main/MergeEngine/Model/Configuration/MergingConfigurationModel.cs,metadata_blocks/TravelTown.Main/TypeDef_000555.txt,native_arm64/TravelTown.Main/000555_MergingConfigurationModel_c.s,5,5,0,0,042e9885c7e7b21befdd9494a3c76056d352c95d9c239e127f1cc961e12be165,0
556,TravelTown.Main.dll,,MergingConfigurationModel.<>c__DisplayClass15_0,private sealed class MergingConfigurationModel.<>c__DisplayClass15_0,同一完整脚本,generated_csharp/TravelTown.Main/MergeEngine/Model/Configuration/MergingConfigurationModel.cs,metadata_blocks/TravelTown.Main/TypeDef_000556.txt,native_arm64/TravelTown.Main/000556_MergingConfigurationModel_c__DisplayClass15_0.s,2,2,0,0,042e9885c7e7b21befdd9494a3c76056d352c95d9c239e127f1cc961e12be165,0
