Caller	CallerRVA	CalleeRVA	Il2CppDumperCalleeName	CalleeSignature	PseudocodeFile
ItemController.MergeTweenAction	18930DC	23C6A6C	Cysharp.Threading.Tasks.CompilerServices.AsyncUniTaskVoidMethodBuilder$$Start<ItemController.<MergeTweenAction>d__198>	void Cysharp_Threading_Tasks_CompilerServices_AsyncUniTaskVoidMethodBuilder__Start_ItemController__MergeTweenAction_d__198_ (Cysharp_Threading_Tasks_CompilerServices_AsyncUniTaskVoidMethodBuilder_o __this, MergePuzzle_ItemController__MergeTweenAction_d__198_o* stateMachine, const MethodInfo_23C6A6C* method);	ghidra_expanded_pseudocode.c
ItemController.UpdateSpawners	188B748	188312C	MergePuzzle.ItemEntity$$SetChestState	void MergePuzzle_ItemEntity__SetChestState (MergePuzzle_ItemEntity_o* __this, MergePuzzle_IItemController_o* item, int32_t chestState, MergePuzzle_BoardItemChestSpawner_o* chestSpawner, bool animateClockDisappear, bool init, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.UpdateSpawners	188B748	1886F94	MergePuzzle.ItemController$$ArrangeSpawnerState	void MergePuzzle_ItemController__ArrangeSpawnerState (MergePuzzle_ItemController_o* __this, MergePuzzle_BoardItemSpawnerData_o* spawnerData, bool isRewardedCapacity, bool animateClockDisappear, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.UpdateSpawners	188B748	18876A4	MergePuzzle.ItemController$$PreventRecharge	bool MergePuzzle_ItemController__PreventRecharge (MergePuzzle_ItemController_o* __this, bool log, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.UpdateSpawners	188B748	1895F9C	MergePuzzle.ItemController$$SkipSpawnerUpdate	void MergePuzzle_ItemController__SkipSpawnerUpdate (MergePuzzle_ItemController_o* __this, MergePuzzle_BoardItemData_o* data, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.UpdateSpawners	188B748	18A98A8	Paxie.DateUtils$$CurrentMillisecond	int64_t Paxie_DateUtils__CurrentMillisecond (const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.UpdateSpawners	188B748	18C0924	MergePuzzle.SpawnerConfigAdaptor$$GetBigCapacity	int32_t MergePuzzle_SpawnerConfigAdaptor__GetBigCapacity (MergePuzzle_SpawnerConfigAdaptor_o* __this, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.UpdateSpawners	188B748	18C6030	MergePuzzle.BoardItemAutoSpawner$$ProcessItemSpawn	bool MergePuzzle_BoardItemAutoSpawner__ProcessItemSpawn (MergePuzzle_BoardItemAutoSpawner_o* __this, MergePuzzle_ItemController_o* itemController, MergePuzzle_BoardController_o* board, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.UpdateSpawners	188B748	18C6300	MergePuzzle.BoardItemSpawnerData$$GetConfigAdaptor	MergePuzzle_SpawnerConfigAdaptor_o* MergePuzzle_BoardItemSpawnerData__GetConfigAdaptor (MergePuzzle_BoardItemSpawnerData_o* __this, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.UpdateSpawners	188B748	1BAA670	MergePuzzle.BalanceValues$$get_BalanceItemSetConfig	MergePuzzle_BalanceItemSetConfigModel_o* MergePuzzle_BalanceValues__get_BalanceItemSetConfig (MergePuzzle_BalanceValues_o* __this, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.UpdateSpawners	188B748	1BAAC8C	MergePuzzle.KiteModelBalanceConfig$$GetBalanceConfig	MergePuzzle_BalanceValues_o* MergePuzzle_KiteModelBalanceConfig__GetBalanceConfig (const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.UpdateSpawners	188B748	23E7C6C	UnityEngine.Component$$GetComponent<object>	Il2CppObject* UnityEngine_Component__GetComponent_object_ (UnityEngine_Component_o* __this, const MethodInfo_23E7C6C* method);	ghidra_expanded_pseudocode.c
ItemController.UpdateSpawners	188B748	2AFB274	System.Collections.Generic.List<object>$$AddWithResize	void System_Collections_Generic_List_object___AddWithResize (System_Collections_Generic_List_object__o* __this, Il2CppObject* item, const MethodInfo_2AFB274* method);	ghidra_expanded_pseudocode.c
ItemController.UpdateSpawners	188B748	2AFB63C	System.Collections.Generic.List<object>$$Contains	bool System_Collections_Generic_List_object___Contains (System_Collections_Generic_List_object__o* __this, Il2CppObject* item, const MethodInfo_2AFB63C* method);	ghidra_expanded_pseudocode.c
ItemController.UpdateSpawners	188B748	48B2F0C	System.Type$$GetTypeFromHandle	System_Type_o* System_Type__GetTypeFromHandle (System_RuntimeTypeHandle_o handle, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.SpawnerCharge	1896740	1886F94	MergePuzzle.ItemController$$ArrangeSpawnerState	void MergePuzzle_ItemController__ArrangeSpawnerState (MergePuzzle_ItemController_o* __this, MergePuzzle_BoardItemSpawnerData_o* spawnerData, bool isRewardedCapacity, bool animateClockDisappear, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.SpawnerCharge	1896740	18C0924	MergePuzzle.SpawnerConfigAdaptor$$GetBigCapacity	int32_t MergePuzzle_SpawnerConfigAdaptor__GetBigCapacity (MergePuzzle_SpawnerConfigAdaptor_o* __this, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.SpawnerCharge	1896740	18C6300	MergePuzzle.BoardItemSpawnerData$$GetConfigAdaptor	MergePuzzle_SpawnerConfigAdaptor_o* MergePuzzle_BoardItemSpawnerData__GetConfigAdaptor (MergePuzzle_BoardItemSpawnerData_o* __this, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.DragCollisionEnter	18986A8	18AB808	Paxie.TagManager$$IsSellButton	bool Paxie_TagManager__IsSellButton (UnityEngine_GameObject_o* go, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.DragCollisionEnter	18986A8	1CB4D78	MergePuzzle.Item.ItemParticleController$$ArrangePreMergeParticles	bool MergePuzzle_Item_ItemParticleController__ArrangePreMergeParticles (MergePuzzle_Item_ItemParticleController_o* __this, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.DragCollisionExit	18987D4	18AB808	Paxie.TagManager$$IsSellButton	bool Paxie_TagManager__IsSellButton (UnityEngine_GameObject_o* go, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.DragCollisionExit	18987D4	1CB4D78	MergePuzzle.Item.ItemParticleController$$ArrangePreMergeParticles	bool MergePuzzle_Item_ItemParticleController__ArrangePreMergeParticles (MergePuzzle_Item_ItemParticleController_o* __this, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.DragStarted	18988DC	188130C	MergePuzzle.CellController$$DisableDoneableBackground	void MergePuzzle_CellController__DisableDoneableBackground (MergePuzzle_CellController_o* __this, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.DragStarted	18988DC	188DF38	MergePuzzle.ItemController$$ArrangeSorting	void MergePuzzle_ItemController__ArrangeSorting (MergePuzzle_ItemController_o* __this, bool moveToFront, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.DragStarted	18988DC	18A2198	Paxie.DoScale$$StartSingle	DG_Tweening_Tween_o* Paxie_DoScale__StartSingle (Paxie_DoScale_o* __this, UnityEngine_Transform_o* transform, UnityEngine_Vector3_o target, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.DragStarted	18988DC	18E24E8	MergePuzzle.BoardController$$GetPosition	MergePuzzle_BoardPosition_o* MergePuzzle_BoardController__GetPosition (MergePuzzle_BoardController_o* __this, MergePuzzle_Coordinate_o index, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.DragStarted	18988DC	18E4E24	MergePuzzle.BoardController$$SetSelectedPosition	void MergePuzzle_BoardController__SetSelectedPosition (MergePuzzle_BoardController_o* __this, MergePuzzle_BoardPosition_o* position, bool selectCell, bool dontUseAnimation, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.DragStarted	18988DC	1CB4D78	MergePuzzle.Item.ItemParticleController$$ArrangePreMergeParticles	bool MergePuzzle_Item_ItemParticleController__ArrangePreMergeParticles (MergePuzzle_Item_ItemParticleController_o* __this, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.DragStarted	18988DC	1CB4FC0	MergePuzzle.Item.ItemParticleController$$ArrangeInventoryParticles	void MergePuzzle_Item_ItemParticleController__ArrangeInventoryParticles (MergePuzzle_Item_ItemParticleController_o* __this, UnityEngine_UI_Button_o* button, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.DragStarted	18988DC	25174AC	Paxie.Movable$$GetNearestCollidingComponent<object>	Il2CppObject* Paxie_Movable__GetNearestCollidingComponent_object_ (Paxie_Movable_o* __this, const MethodInfo_25174AC* method);	ghidra_expanded_pseudocode.c
ItemController.DragContinues	1898BC0	1CB4D78	MergePuzzle.Item.ItemParticleController$$ArrangePreMergeParticles	bool MergePuzzle_Item_ItemParticleController__ArrangePreMergeParticles (MergePuzzle_Item_ItemParticleController_o* __this, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.DragContinues	1898BC0	1CB4FC0	MergePuzzle.Item.ItemParticleController$$ArrangeInventoryParticles	void MergePuzzle_Item_ItemParticleController__ArrangeInventoryParticles (MergePuzzle_Item_ItemParticleController_o* __this, UnityEngine_UI_Button_o* button, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.DragContinues	1898BC0	25174AC	Paxie.Movable$$GetNearestCollidingComponent<object>	Il2CppObject* Paxie_Movable__GetNearestCollidingComponent_object_ (Paxie_Movable_o* __this, const MethodInfo_25174AC* method);	ghidra_expanded_pseudocode.c
ItemController.DragStopped	1898CE0	176D630	Paxie.BaseSubscriber$$get_ActiveIndex	int32_t Paxie_BaseSubscriber__get_ActiveIndex (Paxie_BaseSubscriber_o* __this, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.DragStopped	1898CE0	176D860	Paxie.BaseSubscriber$$get_GameState	int32_t Paxie_BaseSubscriber__get_GameState (Paxie_BaseSubscriber_o* __this, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.DragStopped	1898CE0	176DA70	Paxie.BaseSubscriber$$IsTutorialActive	bool Paxie_BaseSubscriber__IsTutorialActive (Paxie_BaseSubscriber_o* __this, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.DragStopped	1898CE0	1883B78	MergePuzzle.ItemEntity$$IsJellyOrBoxedItem	bool MergePuzzle_ItemEntity__IsJellyOrBoxedItem (MergePuzzle_ItemEntity_o* __this, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.DragStopped	1898CE0	1883BB8	MergePuzzle.ItemEntity$$IsMovable	bool MergePuzzle_ItemEntity__IsMovable (MergePuzzle_ItemEntity_o* __this, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.DragStopped	1898CE0	1883C94	MergePuzzle.ItemEntity$$IsInTutorialState	bool MergePuzzle_ItemEntity__IsInTutorialState (MergePuzzle_ItemEntity_o* __this, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.DragStopped	1898CE0	18840C0	MergePuzzle.ItemEntity$$IsSameLevelAndSet	bool MergePuzzle_ItemEntity__IsSameLevelAndSet (MergePuzzle_ItemEntity_o* __this, MergePuzzle_ItemEntity_o* item, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.DragStopped	1898CE0	18898D0	MergePuzzle.ItemController$$ThrowWarning	void MergePuzzle_ItemController__ThrowWarning (MergePuzzle_ItemController_o* __this, int32_t warningType, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.DragStopped	1898CE0	188D438	MergePuzzle.ItemController$$IsCollidingButton	bool MergePuzzle_ItemController__IsCollidingButton (MergePuzzle_ItemController_o* __this, UnityEngine_UI_Button_o* button, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.DragStopped	1898CE0	1897E24	MergePuzzle.ItemController$$ScaleDownWithAnimation	void MergePuzzle_ItemController__ScaleDownWithAnimation (MergePuzzle_ItemController_o* __this, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.DragStopped	1898CE0	1899CD8	MergePuzzle.ItemController$$ProcessDragStopForButtons	bool MergePuzzle_ItemController__ProcessDragStopForButtons (MergePuzzle_ItemController_o* __this, UnityEngine_UI_Button_o* button, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.DragStopped	1898CE0	189A6BC	MergePuzzle.ItemController$$TryToPositionNearestCell	void MergePuzzle_ItemController__TryToPositionNearestCell (MergePuzzle_ItemController_o* __this, System_Collections_Generic_List_CellController__o* nearestAvailableOtherCells, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.DragStopped	1898CE0	18CD980	MergePuzzle.ItemController.<>c__DisplayClass245_0$$.ctor	void MergePuzzle_ItemController___c__DisplayClass245_0___ctor (MergePuzzle_ItemController___c__DisplayClass245_0_o* __this, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.DragStopped	1898CE0	18E24E8	MergePuzzle.BoardController$$GetPosition	MergePuzzle_BoardPosition_o* MergePuzzle_BoardController__GetPosition (MergePuzzle_BoardController_o* __this, MergePuzzle_Coordinate_o index, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.DragStopped	1898CE0	18F1DF0	MergePuzzle.BoardController$$GetNearestAvailableOtherCells	System_Collections_Generic_List_CellController__o* MergePuzzle_BoardController__GetNearestAvailableOtherCells (MergePuzzle_BoardController_o* __this, UnityEngine_Transform_o* sourceTransform, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.DragStopped	1898CE0	18F86C0	MergePuzzle.BoardController$$GetMergedItemData	MergePuzzle_BoardItemData_o* MergePuzzle_BoardController__GetMergedItemData (MergePuzzle_BoardController_o* __this, MergePuzzle_ItemController_o* candidateItem, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.DragStopped	1898CE0	1915414	MergePuzzle.BoardData$$IsItemMaxLevel	bool MergePuzzle_BoardData__IsItemMaxLevel (MergePuzzle_BoardData_o* __this, int32_t setID, int32_t level, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.DragStopped	1898CE0	1C49048	MergePuzzle.Rope.EventBusService.EventBusRaiser$$BoardRevertMove	void MergePuzzle_Rope_EventBusService_EventBusRaiser__BoardRevertMove (MergePuzzle_ItemController_o* itemController, bool applyScaleDownAnim, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.DragStopped	1898CE0	23E7C6C	UnityEngine.Component$$GetComponent<object>	Il2CppObject* UnityEngine_Component__GetComponent_object_ (UnityEngine_Component_o* __this, const MethodInfo_23E7C6C* method);	ghidra_expanded_pseudocode.c
ItemController.DragStopped	1898CE0	25174AC	Paxie.Movable$$GetNearestCollidingComponent<object>	Il2CppObject* Paxie_Movable__GetNearestCollidingComponent_object_ (Paxie_Movable_o* __this, const MethodInfo_25174AC* method);	ghidra_expanded_pseudocode.c
ItemController.DragStopped	1898CE0	2517C24	Paxie.Movable$$GetNearestCollidingComponents<object>	System_Collections_Generic_List_T__o* Paxie_Movable__GetNearestCollidingComponents_object_ (Paxie_Movable_o* __this, const MethodInfo_2517C24* method);	ghidra_expanded_pseudocode.c
ItemController.DragStopped	1898CE0	25181D0	Paxie.Movable$$IsColliding<object>	bool Paxie_Movable__IsColliding_object_ (Paxie_Movable_o* __this, const MethodInfo_25181D0* method);	ghidra_expanded_pseudocode.c
ItemController.DragStopped	1898CE0	2AFAF9C	System.Collections.Generic.List<object>$$get_Item	Il2CppObject* System_Collections_Generic_List_object___get_Item (System_Collections_Generic_List_object__o* __this, int32_t index, const MethodInfo_2AFAF9C* method);	ghidra_expanded_pseudocode.c
ItemController.DragStopped	1898CE0	2AFBA68	System.Collections.Generic.List<object>$$FindAll	System_Collections_Generic_List_T__o* System_Collections_Generic_List_object___FindAll (System_Collections_Generic_List_object__o* __this, System_Predicate_T__o* match, const MethodInfo_2AFBA68* method);	ghidra_expanded_pseudocode.c
ItemController.DragStopped	1898CE0	2AFD060	System.Collections.Generic.List<object>$$Sort	void System_Collections_Generic_List_object___Sort (System_Collections_Generic_List_object__o* __this, System_Comparison_T__o* comparison, const MethodInfo_2AFD060* method);	ghidra_expanded_pseudocode.c
ItemController.DragStopped	1898CE0	2E41FAC	System.Predicate<object>$$.ctor	void System_Predicate_object____ctor (System_Predicate_object__o* __this, Il2CppObject* object, intptr_t method, const MethodInfo_2E41FAC* method);	ghidra_expanded_pseudocode.c
ItemController.ProcessItemClick	189AA4C	176D864	Paxie.BaseSubscriber$$GetGameState	int32_t Paxie_BaseSubscriber__GetGameState (Paxie_BaseSubscriber_o* __this, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.ProcessItemClick	189AA4C	189ABCC	MergePuzzle.ItemController$$CommonClickArrangement	void MergePuzzle_ItemController__CommonClickArrangement (MergePuzzle_ItemController_o* __this, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.ProcessItemClick	189AA4C	189ACA4	MergePuzzle.ItemController$$ProcessItemClickValidCheck	bool MergePuzzle_ItemController__ProcessItemClickValidCheck (MergePuzzle_ItemController_o* __this, MergePuzzle_BoardPosition_o* selectedPosition, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.ProcessItemClick	189AA4C	189AD5C	MergePuzzle.ItemController$$ProcessDoubleClick	void MergePuzzle_ItemController__ProcessDoubleClick (MergePuzzle_ItemController_o* __this, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.ProcessItemClick	189AA4C	18D9364	MergePuzzle.BoardController$$get_WarningTextFactory	Paxie_MergePuzzle_WarningTextFactory_o* MergePuzzle_BoardController__get_WarningTextFactory (MergePuzzle_BoardController_o* __this, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.ProcessItemClick	189AA4C	1B94EDC	Paxie.MergePuzzle.WarningTextFactory$$ThrowWarningBoard	MergePuzzle_WarningText_o* Paxie_MergePuzzle_WarningTextFactory__ThrowWarningBoard (Paxie_MergePuzzle_WarningTextFactory_o* __this, int32_t warningType, UnityEngine_Vector3_o targetPosition, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.ProcessItemClick	189AA4C	1C46A80	MergePuzzle.Coordinate$$op_Equality	bool MergePuzzle_Coordinate__op_Equality (MergePuzzle_Coordinate_o lhs, MergePuzzle_Coordinate_o rhs, const MethodInfo* method);	ghidra_expanded_pseudocode.c
BoardData.GetMergedItemData	1915890	18A45F0	Paxie.LogManager$$LogWarning	void Paxie_LogManager__LogWarning (System_String_o* message, const MethodInfo* method);	ghidra_expanded_pseudocode.c
BoardData.GetMergedItemData	1915890	1913230	MergePuzzle.BoardData$$GetBoardItemDictionaryHandler	MergePuzzle_BoardItemDictionaryHandler_o* MergePuzzle_BoardData__GetBoardItemDictionaryHandler (MergePuzzle_BoardData_o* __this, const MethodInfo* method);	ghidra_expanded_pseudocode.c
BoardData.GetMergedItemData	1915890	19132C0	MergePuzzle.BoardData$$GetBoardItemDataFallback	MergePuzzle_BoardItemData_o* MergePuzzle_BoardData__GetBoardItemDataFallback (MergePuzzle_BoardData_o* __this, int32_t setID, int32_t level, bool skipWarning, bool fromEventBoard, const MethodInfo* method);	ghidra_expanded_pseudocode.c
