TypeDefIndex	Namespace	Type	RVA	Signature	AssetRipperFile	Il2CppDumperBlock	NativePseudocodeFile	Recovery
405		ItemCollectionHandler.	1BA1640	internal bool <ClearRemovedSeenItemsEventOnly>b__1(ItemInfo el) { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionHandler.cs	code/Il2CppDumper/type_blocks/00405_ItemCollectionHandler..txt		signature only
405		ItemCollectionHandler.	1BA175C	internal bool <ClearRemovedSeenItemsEventOnly>b__2(ItemInfo el) { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionHandler.cs	code/Il2CppDumper/type_blocks/00405_ItemCollectionHandler..txt		signature only
406		ItemCollectionHandler.	1BA0018	public void .ctor() { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionHandler.cs	code/Il2CppDumper/type_blocks/00406_ItemCollectionHandler..txt		signature only
406		ItemCollectionHandler.	1BA1878	internal bool <TryGetTargetSetsOnSameTab>b__0(int el) { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionHandler.cs	code/Il2CppDumper/type_blocks/00406_ItemCollectionHandler..txt		signature only
407	Paxie.MergePuzzle.ItemCollections.Model	ItemCollectionHandler	1B9DE24	private KiteItemCollectionConfig get_KiteItemCollectionConfig() { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionHandler.cs	code/Il2CppDumper/type_blocks/00407_ItemCollectionHandler.txt		signature only
407	Paxie.MergePuzzle.ItemCollections.Model	ItemCollectionHandler	1B9DE2C	private void set_KiteItemCollectionConfig(KiteItemCollectionConfig value) { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionHandler.cs	code/Il2CppDumper/type_blocks/00407_ItemCollectionHandler.txt		signature only
407	Paxie.MergePuzzle.ItemCollections.Model	ItemCollectionHandler	1B9DE34	public bool get_GemActive() { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionHandler.cs	code/Il2CppDumper/type_blocks/00407_ItemCollectionHandler.txt		signature only
407	Paxie.MergePuzzle.ItemCollections.Model	ItemCollectionHandler	1B9DE50	public bool get_LockedActive() { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionHandler.cs	code/Il2CppDumper/type_blocks/00407_ItemCollectionHandler.txt		signature only
407	Paxie.MergePuzzle.ItemCollections.Model	ItemCollectionHandler	1B9DE6C	public BoardData get_BoardData() { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionHandler.cs	code/Il2CppDumper/type_blocks/00407_ItemCollectionHandler.txt		signature only
407	Paxie.MergePuzzle.ItemCollections.Model	ItemCollectionHandler	1B9DE74	public void set_BoardData(BoardData value) { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionHandler.cs	code/Il2CppDumper/type_blocks/00407_ItemCollectionHandler.txt		signature only
407	Paxie.MergePuzzle.ItemCollections.Model	ItemCollectionHandler	1B9DE7C	private BoardEntity get_BoardEntity() { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionHandler.cs	code/Il2CppDumper/type_blocks/00407_ItemCollectionHandler.txt		signature only
407	Paxie.MergePuzzle.ItemCollections.Model	ItemCollectionHandler	1B9DE84	private void set_BoardEntity(BoardEntity value) { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionHandler.cs	code/Il2CppDumper/type_blocks/00407_ItemCollectionHandler.txt		signature only
407	Paxie.MergePuzzle.ItemCollections.Model	ItemCollectionHandler	1B9DE8C	public bool get_IsUnlocked() { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionHandler.cs	code/Il2CppDumper/type_blocks/00407_ItemCollectionHandler.txt		signature only
407	Paxie.MergePuzzle.ItemCollections.Model	ItemCollectionHandler	1B9DE94	private void set_IsUnlocked(bool value) { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionHandler.cs	code/Il2CppDumper/type_blocks/00407_ItemCollectionHandler.txt		signature only
407	Paxie.MergePuzzle.ItemCollections.Model	ItemCollectionHandler	1B9DE9C	public string get_BoardLabel() { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionHandler.cs	code/Il2CppDumper/type_blocks/00407_ItemCollectionHandler.txt		signature only
407	Paxie.MergePuzzle.ItemCollections.Model	ItemCollectionHandler	1B9DEC0	public SerializableDictionary<ItemInfo, ItemCollectionElement> get_ItemElements() { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionHandler.cs	code/Il2CppDumper/type_blocks/00407_ItemCollectionHandler.txt		signature only
407	Paxie.MergePuzzle.ItemCollections.Model	ItemCollectionHandler	1B9DEC8	public void set_ItemElements(SerializableDictionary<ItemInfo, ItemCollectionElement> value) { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionHandler.cs	code/Il2CppDumper/type_blocks/00407_ItemCollectionHandler.txt		signature only
407	Paxie.MergePuzzle.ItemCollections.Model	ItemCollectionHandler	1B9DED0	public List<ItemInfo> get_DiscoveredItemList() { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionHandler.cs	code/Il2CppDumper/type_blocks/00407_ItemCollectionHandler.txt		signature only
407	Paxie.MergePuzzle.ItemCollections.Model	ItemCollectionHandler	1B9DED8	public void set_DiscoveredItemList(List<ItemInfo> value) { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionHandler.cs	code/Il2CppDumper/type_blocks/00407_ItemCollectionHandler.txt		signature only
407	Paxie.MergePuzzle.ItemCollections.Model	ItemCollectionHandler	1B9DEE0	public List<ItemInfo> get_SeenElseWhereItemList() { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionHandler.cs	code/Il2CppDumper/type_blocks/00407_ItemCollectionHandler.txt		signature only
407	Paxie.MergePuzzle.ItemCollections.Model	ItemCollectionHandler	1B9DEE8	public void set_SeenElseWhereItemList(List<ItemInfo> value) { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionHandler.cs	code/Il2CppDumper/type_blocks/00407_ItemCollectionHandler.txt		signature only
407	Paxie.MergePuzzle.ItemCollections.Model	ItemCollectionHandler	1B9DEF0	public List<ItemInfo> get_RewardClaimableItemList() { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionHandler.cs	code/Il2CppDumper/type_blocks/00407_ItemCollectionHandler.txt		signature only
407	Paxie.MergePuzzle.ItemCollections.Model	ItemCollectionHandler	1B9DEF8	public void set_RewardClaimableItemList(List<ItemInfo> value) { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionHandler.cs	code/Il2CppDumper/type_blocks/00407_ItemCollectionHandler.txt		signature only
407	Paxie.MergePuzzle.ItemCollections.Model	ItemCollectionHandler	1B9DF00	private List<BoardItemCollectionData> get_ItemCollectionDatas() { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionHandler.cs	code/Il2CppDumper/type_blocks/00407_ItemCollectionHandler.txt		signature only
407	Paxie.MergePuzzle.ItemCollections.Model	ItemCollectionHandler	1B9DF08	private void set_ItemCollectionDatas(List<BoardItemCollectionData> value) { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionHandler.cs	code/Il2CppDumper/type_blocks/00407_ItemCollectionHandler.txt		signature only
407	Paxie.MergePuzzle.ItemCollections.Model	ItemCollectionHandler	1B9DF10	private List<ItemInfo> get_AlwaysDiscoveryItems() { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionHandler.cs	code/Il2CppDumper/type_blocks/00407_ItemCollectionHandler.txt		signature only
407	Paxie.MergePuzzle.ItemCollections.Model	ItemCollectionHandler	1B9DF18	private void set_AlwaysDiscoveryItems(List<ItemInfo> value) { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionHandler.cs	code/Il2CppDumper/type_blocks/00407_ItemCollectionHandler.txt		signature only
407	Paxie.MergePuzzle.ItemCollections.Model	ItemCollectionHandler	1B9B544	public int get_UnlockedLevel() { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionHandler.cs	code/Il2CppDumper/type_blocks/00407_ItemCollectionHandler.txt		signature only
407	Paxie.MergePuzzle.ItemCollections.Model	ItemCollectionHandler	1B9DF20	public ItemCollectionHandler.Delegates.Initialize get_OnInitialize() { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionHandler.cs	code/Il2CppDumper/type_blocks/00407_ItemCollectionHandler.txt		signature only
407	Paxie.MergePuzzle.ItemCollections.Model	ItemCollectionHandler	1B9DF28	public void set_OnInitialize(ItemCollectionHandler.Delegates.Initialize value) { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionHandler.cs	code/Il2CppDumper/type_blocks/00407_ItemCollectionHandler.txt		signature only
407	Paxie.MergePuzzle.ItemCollections.Model	ItemCollectionHandler	1B9DF30	public ItemCollectionHandler.Delegates.UnLocked get_OnUnLocked() { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionHandler.cs	code/Il2CppDumper/type_blocks/00407_ItemCollectionHandler.txt		signature only
407	Paxie.MergePuzzle.ItemCollections.Model	ItemCollectionHandler	1B9DF38	public void set_OnUnLocked(ItemCollectionHandler.Delegates.UnLocked value) { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionHandler.cs	code/Il2CppDumper/type_blocks/00407_ItemCollectionHandler.txt		signature only
407	Paxie.MergePuzzle.ItemCollections.Model	ItemCollectionHandler	1B9DF40	public List<int> get_LeftTopMostSortedRewardClaimableSetList() { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionHandler.cs	code/Il2CppDumper/type_blocks/00407_ItemCollectionHandler.txt		signature only
407	Paxie.MergePuzzle.ItemCollections.Model	ItemCollectionHandler	1B9E1AC	public void .ctor() { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionHandler.cs	code/Il2CppDumper/type_blocks/00407_ItemCollectionHandler.txt		signature only
407	Paxie.MergePuzzle.ItemCollections.Model	ItemCollectionHandler	1B9E1B4	public void .ctor(KiteItemCollectionConfig kiteItemCollectionConfig, BoardData boardData, BoardEntity boardEntity, List<BoardItemCollectionData> itemCollectionDatas, List<ItemInfo> alwaysDiscoveryItems) { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionHandler.cs	code/Il2CppDumper/type_blocks/00407_ItemCollectionHandler.txt		signature only
407	Paxie.MergePuzzle.ItemCollections.Model	ItemCollectionHandler	1B9E2AC	private void CreateItemCollectionElements() { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionHandler.cs	code/Il2CppDumper/type_blocks/00407_ItemCollectionHandler.txt		signature only
407	Paxie.MergePuzzle.ItemCollections.Model	ItemCollectionHandler	1B9F194	private void RolloutCheckForGem() { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionHandler.cs	code/Il2CppDumper/type_blocks/00407_ItemCollectionHandler.txt		signature only
407	Paxie.MergePuzzle.ItemCollections.Model	ItemCollectionHandler	1B9F02C	private bool TryCreateItemCollectionItem(BoardItemData boardItemData, out ItemCollectionElement itemCollectionElement) { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionHandler.cs	code/Il2CppDumper/type_blocks/00407_ItemCollectionHandler.txt		signature only
407	Paxie.MergePuzzle.ItemCollections.Model	ItemCollectionHandler	1B9ED38	private bool TryCreateExceptionItemCollectionItem(BoardItemData boardItemData, out ItemCollectionElement itemCollectionElement) { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionHandler.cs	code/Il2CppDumper/type_blocks/00407_ItemCollectionHandler.txt		signature only
407	Paxie.MergePuzzle.ItemCollections.Model	ItemCollectionHandler	1B9F660	public void CreateItemCollectionItems(List<BoardItemSetData> setDataLst) { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionHandler.cs	code/Il2CppDumper/type_blocks/00407_ItemCollectionHandler.txt		signature only
407	Paxie.MergePuzzle.ItemCollections.Model	ItemCollectionHandler	1B9F988	public void CreateItemCollectionItems(List<BoardItemData> boardItemDatas) { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionHandler.cs	code/Il2CppDumper/type_blocks/00407_ItemCollectionHandler.txt		signature only
407	Paxie.MergePuzzle.ItemCollections.Model	ItemCollectionHandler	1B9F7E4	public void CreateItemCollectionItems(BoardItemSetData setData) { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionHandler.cs	code/Il2CppDumper/type_blocks/00407_ItemCollectionHandler.txt		signature only
407	Paxie.MergePuzzle.ItemCollections.Model	ItemCollectionHandler	1B9FB1C	public void CreateItemCollectionItems(SerializableDictionary<int, BoardItemSetData> boardItemSetDatas) { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionHandler.cs	code/Il2CppDumper/type_blocks/00407_ItemCollectionHandler.txt		signature only
407	Paxie.MergePuzzle.ItemCollections.Model	ItemCollectionHandler	1B9F584	public void Subscribe(ItemCollectionElement itemCollectionElement) { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionHandler.cs	code/Il2CppDumper/type_blocks/00407_ItemCollectionHandler.txt		signature only
407	Paxie.MergePuzzle.ItemCollections.Model	ItemCollectionHandler	1B9AFA8	public int GetTabCount() { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionHandler.cs	code/Il2CppDumper/type_blocks/00407_ItemCollectionHandler.txt		signature only
407	Paxie.MergePuzzle.ItemCollections.Model	ItemCollectionHandler	1B9AF28	public List<int> GetTabSetIdsSetIds(int tabIndex) { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionHandler.cs	code/Il2CppDumper/type_blocks/00407_ItemCollectionHandler.txt		signature only
407	Paxie.MergePuzzle.ItemCollections.Model	ItemCollectionHandler	1B9C0E0	public bool TryGetTargetSetsOnSameTab(int tabIndex, out List<int> targetSets) { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionHandler.cs	code/Il2CppDumper/type_blocks/00407_ItemCollectionHandler.txt		signature only
407	Paxie.MergePuzzle.ItemCollections.Model	ItemCollectionHandler	1BA0020	public int CompareLeftTop(int setIDx, int setIDy) { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionHandler.cs	code/Il2CppDumper/type_blocks/00407_ItemCollectionHandler.txt		signature only
407	Paxie.MergePuzzle.ItemCollections.Model	ItemCollectionHandler	1B9B5A8	public int GetFirstTabIndex() { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionHandler.cs	code/Il2CppDumper/type_blocks/00407_ItemCollectionHandler.txt		signature only
407	Paxie.MergePuzzle.ItemCollections.Model	ItemCollectionHandler	1BA0090	public ValueTuple<int, int> GetTabIndexAndListIndex(int setID) { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionHandler.cs	code/Il2CppDumper/type_blocks/00407_ItemCollectionHandler.txt		signature only
407	Paxie.MergePuzzle.ItemCollections.Model	ItemCollectionHandler	1B9BE08	public int GetListIndex(int setID) { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionHandler.cs	code/Il2CppDumper/type_blocks/00407_ItemCollectionHandler.txt		signature only
407	Paxie.MergePuzzle.ItemCollections.Model	ItemCollectionHandler	1BA01D4	public int GetRewardOnCollect() { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionHandler.cs	code/Il2CppDumper/type_blocks/00407_ItemCollectionHandler.txt		signature only
407	Paxie.MergePuzzle.ItemCollections.Model	ItemCollectionHandler	1B9F41C	private ItemCollectionElement.Type GetDiscoverType(ItemInfo itemInfo) { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionHandler.cs	code/Il2CppDumper/type_blocks/00407_ItemCollectionHandler.txt		signature only
407	Paxie.MergePuzzle.ItemCollections.Model	ItemCollectionHandler	1BA01DC	private int GetContainingCombination(ItemInfo itemInfo) { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionHandler.cs	code/Il2CppDumper/type_blocks/00407_ItemCollectionHandler.txt		signature only
407	Paxie.MergePuzzle.ItemCollections.Model	ItemCollectionHandler	1BA02B0	public override bool get_IsActive() { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionHandler.cs	code/Il2CppDumper/type_blocks/00407_ItemCollectionHandler.txt		signature only
407	Paxie.MergePuzzle.ItemCollections.Model	ItemCollectionHandler	1BA02B8	public override void Initialize() { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionHandler.cs	code/Il2CppDumper/type_blocks/00407_ItemCollectionHandler.txt		signature only
407	Paxie.MergePuzzle.ItemCollections.Model	ItemCollectionHandler	1BA03D0	public override void Process() { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionHandler.cs	code/Il2CppDumper/type_blocks/00407_ItemCollectionHandler.txt		signature only
407	Paxie.MergePuzzle.ItemCollections.Model	ItemCollectionHandler	1BA03D4	public override void Disable() { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionHandler.cs	code/Il2CppDumper/type_blocks/00407_ItemCollectionHandler.txt		signature only
407	Paxie.MergePuzzle.ItemCollections.Model	ItemCollectionHandler	1BA03D8	public override FeatureAddressableRequest GetAddressableRequest() { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionHandler.cs	code/Il2CppDumper/type_blocks/00407_ItemCollectionHandler.txt		signature only
407	Paxie.MergePuzzle.ItemCollections.Model	ItemCollectionHandler	1BA02D8	public void TryUnlock() { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionHandler.cs	code/Il2CppDumper/type_blocks/00407_ItemCollectionHandler.txt		signature only
407	Paxie.MergePuzzle.ItemCollections.Model	ItemCollectionHandler	1B9979C	public ItemCollectionElement GetItemCollectionElement(ItemInfo itemInfo) { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionHandler.cs	code/Il2CppDumper/type_blocks/00407_ItemCollectionHandler.txt		signature only
407	Paxie.MergePuzzle.ItemCollections.Model	ItemCollectionHandler	1BA03E0	public bool IsInCollection(ItemInfo itemInfo) { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionHandler.cs	code/Il2CppDumper/type_blocks/00407_ItemCollectionHandler.txt		signature only
407	Paxie.MergePuzzle.ItemCollections.Model	ItemCollectionHandler	1BA0494	public bool TryAddToDiscoveredListCheckGemActive(ItemInfo itemInfo) { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionHandler.cs	code/Il2CppDumper/type_blocks/00407_ItemCollectionHandler.txt		signature only
407	Paxie.MergePuzzle.ItemCollections.Model	ItemCollectionHandler	1BA0538	public bool TryAddToDiscoveredItemList(ItemInfo itemInfo) { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionHandler.cs	code/Il2CppDumper/type_blocks/00407_ItemCollectionHandler.txt		signature only
407	Paxie.MergePuzzle.ItemCollections.Model	ItemCollectionHandler	1BA04E8	public bool TryAddToRewardClaimableItemList(ItemInfo itemInfo) { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionHandler.cs	code/Il2CppDumper/type_blocks/00407_ItemCollectionHandler.txt		signature only
407	Paxie.MergePuzzle.ItemCollections.Model	ItemCollectionHandler	1BA058C	public virtual bool TryAddToSeenElseWhereItemList(ItemInfo itemInfo) { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionHandler.cs	code/Il2CppDumper/type_blocks/00407_ItemCollectionHandler.txt		signature only
